Time:168.2765 Axis vector:(-0.5, -0.4) Thumbrotation:-132.5654
Time:168.377 Axis vector:(-0.4, -0.5) Thumbrotation:-139.8529
Time:168.4772 Axis vector:(-0.4, -0.5) Thumbrotation:-145.3482
Time:168.5778 Axis vector:(-0.3, -0.6) Thumbrotation:-151.898
Time:168.6785 Axis vector:(-0.3, -0.7) Thumbrotation:-158.4999
Time:168.779 Axis vector:(-0.2, -0.7) Thumbrotation:-161.1878
Time:168.8791 Axis vector:(-0.3, -0.7) Thumbrotation:-158.9006
Time:168.9797 Axis vector:(-0.5, -0.6) Thumbrotation:-140.5547
Time:169.0805 Axis vector:(-0.6, -0.4) Thumbrotation:-124.6433
Time:169.1812 Axis vector:(-0.8, -0.2) Thumbrotation:-107.4406
Time:169.2815 Axis vector:(-0.8, -0.1) Thumbrotation:-95.28619
Time:169.3821 Axis vector:(-0.8, 0.1) Thumbrotation:-80.15733
Time:169.4825 Axis vector:(-0.8, 0.2) Thumbrotation:-75.19556
Time:169.5831 Axis vector:(-0.8, 0.3) Thumbrotation:-68.01639
Time:169.6837 Axis vector:(-0.7, 0.4) Thumbrotation:-58.23306
Time:169.7841 Axis vector:(-0.6, 0.5) Thumbrotation:-52.02247
Time:169.885 Axis vector:(-0.6, 0.5) Thumbrotation:-46.08587
Time:169.9852 Axis vector:(-0.4, 0.7) Thumbrotation:-32.41984
Time:170.0855 Axis vector:(-0.4, 0.7) Thumbrotation:-26.89525
Time:170.186 Axis vector:(-0.3, 0.7) Thumbrotation:-20.79507
Time:170.2868 Axis vector:(-0.2, 0.7) Thumbrotation:-17.39772
Time:170.3872 Axis vector:(-0.1, 0.7) Thumbrotation:-11.18078
Time:170.488 Axis vector:(0.0, 0.8) Thumbrotation:-3.742039
Time:170.5884 Axis vector:(0.1, 0.8) Thumbrotation:6.239668
Time:170.689 Axis vector:(0.3, 0.8) Thumbrotation:20.06224
Time:170.7894 Axis vector:(0.4, 0.6) Thumbrotation:32.74975
Time:170.89 Axis vector:(0.5, 0.6) Thumbrotation:39.92767
Time:170.9904 Axis vector:(0.5, 0.5) Thumbrotation:43.2347
Time:171.0911 Axis vector:(0.5, 0.5) Thumbrotation:43.64598
Time:171.1918 Axis vector:(0.5, 0.5) Thumbrotation:43.76957
Time:171.2918 Axis vector:(0.5, 0.6) Thumbrotation:39.28592
Time:171.3923 Axis vector:(0.3, 0.7) Thumbrotation:25.46682
Time:171.4931 Axis vector:(0.3, 0.8) Thumbrotation:19.57871
Time:171.5936 Axis vector:(0.2, 0.8) Thumbrotation:16.70728
Time:171.6944 Axis vector:(0.2, 0.8) Thumbrotation:11.9765
Time:171.7947 Axis vector:(0.1, 0.8) Thumbrotation:9.398082
Time:171.8954 Axis vector:(0.1, 0.8) Thumbrotation:6.493258
Time:171.9958 Axis vector:(0.1, 0.8) Thumbrotation:3.818083
Time:172.0962 Axis vector:(0.0, 0.8) Thumbrotation:1.395075
Time:172.1969 Axis vector:(0.0, 0.8) Thumbrotation:0.8108415
Time:172.2975 Axis vector:(0.0, 0.8) Thumbrotation:0.6398023
Time:172.3977 Axis vector:(0.0, 0.8) Thumbrotation:0.7181882
Time:172.4986 Axis vector:(0.0, 0.8) Thumbrotation:1.621844
Time:172.5986 Axis vector:(0.1, 0.8) Thumbrotation:4.712974
Time:172.6993 Axis vector:(0.1, 0.8) Thumbrotation:9.568299
Time:172.7997 Axis vector:(0.2, 0.8) Thumbrotation:12.81275
Time:172.9005 Axis vector:(0.2, 0.8) Thumbrotation:15.18536
Time:173.0008 Axis vector:(0.2, 0.8) Thumbrotation:15.95357
Time:173.1019 Axis vector:(0.2, 0.8) Thumbrotation:16.10824
Time:173.202 Axis vector:(0.2, 0.8) Thumbrotation:16.09785
Time:173.3024 Axis vector:(0.2, 0.8) Thumbrotation:16.01318
Time:173.4029 Axis vector:(0.2, 0.8) Thumbrotation:15.90533
Time:173.5039 Axis vector:(0.2, 0.8) Thumbrotation:15.46193
Time:173.6041 Axis vector:(0.2, 0.8) Thumbrotation:14.9717
Time:173.7046 Axis vector:(0.2, 0.8) Thumbrotation:14.30957
Time:173.805 Axis vector:(0.2, 0.8) Thumbrotation:13.67297
Time:173.9057 Axis vector:(0.2, 0.8) Thumbrotation:13.18434
Time:174.0065 Axis vector:(0.2, 0.8) Thumbrotation:12.9794
Time:174.1069 Axis vector:(0.2, 0.8) Thumbrotation:12.86744
Time:174.2072 Axis vector:(0.2, 0.8) Thumbrotation:12.80498
Time:174.3077 Axis vector:(0.2, 0.8) Thumbrotation:12.72298
Time:174.4083 Axis vector:(0.2, 0.8) Thumbrotation:12.65401
Time:174.5092 Axis vector:(0.2, 0.8) Thumbrotation:12.58685
Time:174.6093 Axis vector:(0.2, 0.8) Thumbrotation:12.5255
Time:174.7115 Axis vector:(0.2, 0.8) Thumbrotation:12.46272
Time:174.8217 Axis vector:(0.2, 0.8) Thumbrotation:12.39952
Time:174.922 Axis vector:(0.2, 0.8) Thumbrotation:12.34635
Time:175.0225 Axis vector:(0.2, 0.8) Thumbrotation:12.28652
Time:175.1231 Axis vector:(0.2, 0.8) Thumbrotation:12.23451
Time:175.2236 Axis vector:(0.2, 0.8) Thumbrotation:12.20928
Time:175.324 Axis vector:(0.2, 0.8) Thumbrotation:12.19818
Time:175.4245 Axis vector:(0.2, 0.8) Thumbrotation:12.17045
Time:175.5259 Axis vector:(0.2, 0.8) Thumbrotation:12.14431
Time:175.6371 Axis vector:(0.2, 0.8) Thumbrotation:12.13164
Time:175.7378 Axis vector:(0.2, 0.8) Thumbrotation:12.12691
Time:175.8379 Axis vector:(0.2, 0.8) Thumbrotation:11.90883
Time:175.9388 Axis vector:(0.1, 0.8) Thumbrotation:11.15939
Time:176.0389 Axis vector:(0.1, 0.8) Thumbrotation:8.712171
Time:176.1395 Axis vector:(0.0, 0.8) Thumbrotation:3.2419
Time:176.2402 Axis vector:(0.0, 0.8) Thumbrotation:1.186632
Time:176.3405 Axis vector:(0.0, 0.8) Thumbrotation:-2.119233
Time:176.4413 Axis vector:(-0.1, 0.7) Thumbrotation:-6.774305
Time:176.5419 Axis vector:(-0.1, 0.7) Thumbrotation:-11.34791
Time:176.6424 Axis vector:(-0.2, 0.7) Thumbrotation:-16.85596
Time:176.7429 Axis vector:(-0.2, 0.7) Thumbrotation:-18.44243
Time:176.8432 Axis vector:(-0.2, 0.6) Thumbrotation:-18.69083
Time:176.9442 Axis vector:(-0.2, 0.6) Thumbrotation:-13.59988
Time:177.0442 Axis vector:(0.0, 0.7) Thumbrotation:-3.729144
Time:177.145 Axis vector:(0.1, 0.7) Thumbrotation:5.798836
Time:177.2457 Axis vector:(0.1, 0.7) Thumbrotation:10.16278
Time:177.3459 Axis vector:(0.2, 0.7) Thumbrotation:14.28409
Time:177.4465 Axis vector:(0.2, 0.7) Thumbrotation:15.99326
Time:177.5469 Axis vector:(0.2, 0.7) Thumbrotation:17.26363
Time:177.6476 Axis vector:(0.2, 0.7) Thumbrotation:17.87284
Time:177.748 Axis vector:(0.2, 0.7) Thumbrotation:18.19308
Time:177.8486 Axis vector:(0.2, 0.7) Thumbrotation:17.98505
Time:177.9491 Axis vector:(0.2, 0.7) Thumbrotation:15.70943
Time:178.0495 Axis vector:(0.1, 0.7) Thumbrotation:9.622633
Time:178.1504 Axis vector:(0.0, 0.7) Thumbrotation:1.085344
Time:178.2508 Axis vector:(-0.1, 0.7) Thumbrotation:-5.023324
Time:178.3513 Axis vector:(-0.1, 0.7) Thumbrotation:-8.060049
Time:178.452 Axis vector:(-0.1, 0.6) Thumbrotation:-10.08278
Time:178.5522 Axis vector:(-0.2, 0.6) Thumbrotation:-16.50045
Time:178.6528 Axis vector:(-0.2, 0.6) Thumbrotation:-22.36779
Time:178.7535 Axis vector:(-0.3, 0.5) Thumbrotation:-29.91942
Time:178.8538 Axis vector:(-0.4, 0.4) Thumbrotation:-44.44092
Time:178.9542 Axis vector:(-0.6, 0.3) Thumbrotation:-59.03885
Time:179.0548 Axis vector:(-0.6, 0.2) Thumbrotation:-70.92696
Time:179.1556 Axis vector:(-0.7, 0.1) Thumbrotation:-79.51154
Time:179.2562 Axis vector:(-0.8, 0.1) Thumbrotation:-84.4398
Time:179.3566 Axis vector:(-0.8, 0.1) Thumbrotation:-79.9518
Time:179.4569 Axis vector:(-0.8, 0.3) Thumbrotation:-68.37975
Time:179.5582 Axis vector:(-0.6, 0.5) Thumbrotation:-49.89126
Time:179.6594 Axis vector:(-0.4, 0.6) Thumbrotation:-32.53754
Time:179.7697 Axis vector:(-0.2, 0.7) Thumbrotation:-14.13512
Time:179.8703 Axis vector:(0.0, 0.7) Thumbrotation:-3.225372
Time:179.9709 Axis vector:(0.1, 0.7) Thumbrotation:6.54074
Time:180.0712 Axis vector:(0.2, 0.7) Thumbrotation:17.63692
Time:180.1718 Axis vector:(0.3, 0.7) Thumbrotation:26.18418
Time:180.2724 Axis vector:(0.4, 0.6) Thumbrotation:32.21519
Time:180.3728 Axis vector:(0.4, 0.6) Thumbrotation:38.35123
Time:180.4736 Axis vector:(0.5, 0.5) Thumbrotation:40.21429
Time:180.5738 Axis vector:(0.5, 0.5) Thumbrotation:40.42321
Time:180.6745 Axis vector:(0.5, 0.5) Thumbrotation:40.69105
Time:180.7751 Axis vector:(0.5, 0.5) Thumbrotation:40.81364
Time:180.8758 Axis vector:(0.5, 0.5) Thumbrotation:40.84236
Time:180.9761 Axis vector:(0.5, 0.5) Thumbrotation:40.85503
Time:181.0767 Axis vector:(0.5, 0.5) Thumbrotation:40.87823
Time:181.1773 Axis vector:(0.5, 0.5) Thumbrotation:40.88979
Time:181.2775 Axis vector:(0.5, 0.5) Thumbrotation:40.89193
Time:181.3781 Axis vector:(0.5, 0.5) Thumbrotation:40.86907
Time:181.4786 Axis vector:(0.5, 0.5) Thumbrotation:40.83337
Time:181.5794 Axis vector:(0.5, 0.5) Thumbrotation:40.81105
Time:181.6799 Axis vector:(0.5, 0.5) Thumbrotation:40.80332
Time:181.7802 Axis vector:(0.5, 0.5) Thumbrotation:40.80673
Time:181.8807 Axis vector:(0.5, 0.5) Thumbrotation:40.79907
Time:181.9814 Axis vector:(0.5, 0.5) Thumbrotation:40.7537
Time:182.0822 Axis vector:(0.5, 0.5) Thumbrotation:40.71676
Time:182.1825 Axis vector:(0.5, 0.5) Thumbrotation:40.69905
Time:182.2828 Axis vector:(0.5, 0.5) Thumbrotation:40.69185
Time:182.3834 Axis vector:(0.5, 0.5) Thumbrotation:40.69893
Time:182.4841 Axis vector:(0.5, 0.5) Thumbrotation:40.71709
Time:182.5844 Axis vector:(0.5, 0.5) Thumbrotation:40.71641
Time:182.6852 Axis vector:(0.5, 0.5) Thumbrotation:40.70645
Time:182.7855 Axis vector:(0.5, 0.5) Thumbrotation:40.70176
Time:182.886 Axis vector:(0.5, 0.5) Thumbrotation:40.71103
Time:182.9868 Axis vector:(0.5, 0.5) Thumbrotation:40.71349
Time:183.087 Axis vector:(0.5, 0.5) Thumbrotation:40.72262
Time:183.1877 Axis vector:(0.5, 0.5) Thumbrotation:40.6654
Time:183.2886 Axis vector:(0.5, 0.6) Thumbrotation:39.69064
Time:183.3886 Axis vector:(0.4, 0.6) Thumbrotation:34.77364
Time:183.4898 Axis vector:(0.3, 0.7) Thumbrotation:21.67336
Time:183.59 Axis vector:(0.2, 0.8) Thumbrotation:13.38585
Time:183.6906 Axis vector:(0.1, 0.8) Thumbrotation:8.68539
Time:183.7909 Axis vector:(0.0, 0.8) Thumbrotation:2.788041
Time:183.8914 Axis vector:(-0.1, 0.8) Thumbrotation:-4.256114
Time:183.9917 Axis vector:(-0.1, 0.7) Thumbrotation:-9.708327
Time:184.0923 Axis vector:(-0.1, 0.7) Thumbrotation:-10.45032
Time:184.1933 Axis vector:(-0.1, 0.7) Thumbrotation:-6.742064
Time:184.2933 Axis vector:(0.1, 0.7) Thumbrotation:6.845329
Time:184.3941 Axis vector:(0.2, 0.8) Thumbrotation:18.41983
Time:184.4948 Axis vector:(0.3, 0.7) Thumbrotation:25.17056
Time:184.595 Axis vector:(0.4, 0.7) Thumbrotation:28.64424
Time:184.6955 Axis vector:(0.4, 0.7) Thumbrotation:29.70273
Time:184.796 Axis vector:(0.4, 0.7) Thumbrotation:29.81704
Time:184.8968 Axis vector:(0.4, 0.7) Thumbrotation:29.72247
Time:184.997 Axis vector:(0.4, 0.7) Thumbrotation:29.55102
Time:185.0978 Axis vector:(0.4, 0.7) Thumbrotation:29.4445
Time:185.1983 Axis vector:(0.4, 0.7) Thumbrotation:29.35289
Time:185.2988 Axis vector:(0.4, 0.7) Thumbrotation:29.30207
Time:185.3992 Axis vector:(0.4, 0.7) Thumbrotation:29.24718
Time:185.4998 Axis vector:(0.4, 0.7) Thumbrotation:29.21592
Time:185.6002 Axis vector:(0.4, 0.7) Thumbrotation:29.2284
Time:185.7012 Axis vector:(0.4, 0.7) Thumbrotation:29.32889
Time:185.8015 Axis vector:(0.4, 0.7) Thumbrotation:29.39623
Time:185.9019 Axis vector:(0.4, 0.7) Thumbrotation:29.48463
Time:186.0024 Axis vector:(0.4, 0.7) Thumbrotation:29.59484
Time:186.103 Axis vector:(0.4, 0.6) Thumbrotation:29.88111
Time:186.2036 Axis vector:(0.4, 0.6) Thumbrotation:30.08558
Time:186.3039 Axis vector:(0.4, 0.6) Thumbrotation:30.21643
Time:186.4046 Axis vector:(0.4, 0.6) Thumbrotation:30.30863
Time:186.5051 Axis vector:(0.4, 0.6) Thumbrotation:30.33272
Time:186.6057 Axis vector:(0.4, 0.6) Thumbrotation:30.27791
Time:186.706 Axis vector:(0.4, 0.6) Thumbrotation:30.24419
Time:186.8067 Axis vector:(0.4, 0.6) Thumbrotation:30.26007
Time:186.908 Axis vector:(0.4, 0.6) Thumbrotation:30.29639
Time:187.008 Axis vector:(0.4, 0.6) Thumbrotation:30.33392
Time:187.1083 Axis vector:(0.4, 0.6) Thumbrotation:30.38309
Time:187.2089 Axis vector:(0.4, 0.6) Thumbrotation:30.36195
Time:187.3092 Axis vector:(0.4, 0.6) Thumbrotation:30.37752
Time:187.41 Axis vector:(0.4, 0.6) Thumbrotation:30.42832
Time:187.5102 Axis vector:(0.4, 0.6) Thumbrotation:30.51625
Time:187.6107 Axis vector:(0.4, 0.6) Thumbrotation:30.58076
Time:187.7115 Axis vector:(0.4, 0.6) Thumbrotation:30.62268
Time:187.8118 Axis vector:(0.4, 0.6) Thumbrotation:30.62702
Time:187.9129 Axis vector:(0.4, 0.6) Thumbrotation:33.51581
Time:189.6438 Axis vector:(0.0, 0.8) Thumbrotation:-2.96326
Time:189.7441 Axis vector:(0.0, 0.8) Thumbrotation:-0.6016592
Time:189.8446 Axis vector:(0.0, 0.9) Thumbrotation:0.993472
Time:189.9452 Axis vector:(0.0, 0.9) Thumbrotation:1.49711
Time:190.0459 Axis vector:(0.0, 0.9) Thumbrotation:2.565291
Time:190.1467 Axis vector:(0.0, 0.8) Thumbrotation:3.480484
Time:190.2469 Axis vector:(0.1, 0.8) Thumbrotation:3.806218
Time:190.3473 Axis vector:(0.0, 0.8) Thumbrotation:3.564912
Time:190.448 Axis vector:(0.0, 0.8) Thumbrotation:3.448044
Time:190.5488 Axis vector:(0.0, 0.8) Thumbrotation:3.485656
Time:190.6495 Axis vector:(0.0, 0.8) Thumbrotation:3.506601
Time:190.7498 Axis vector:(0.0, 0.8) Thumbrotation:3.471641
Time:190.8501 Axis vector:(0.0, 0.8) Thumbrotation:3.164464
Time:190.9504 Axis vector:(0.0, 0.8) Thumbrotation:2.646858
-------New Trial--------
Start time:195.3596
Time:195.4685 Axis vector:(0.1, 0.9) Thumbrotation:6.511653
Time:195.569 Axis vector:(0.1, 0.9) Thumbrotation:5.342618
Time:195.6695 Axis vector:(0.1, 0.9) Thumbrotation:5.024572
Time:195.7698 Axis vector:(0.1, 0.9) Thumbrotation:4.938203
Time:195.8703 Axis vector:(0.1, 0.9) Thumbrotation:4.891687
Time:195.971 Axis vector:(0.1, 0.9) Thumbrotation:4.872224
Time:196.0713 Axis vector:(0.1, 0.9) Thumbrotation:4.773765
Time:196.172 Axis vector:(0.1, 0.9) Thumbrotation:4.541958
Time:196.2723 Axis vector:(0.1, 0.9) Thumbrotation:4.311298
Time:196.373 Axis vector:(0.1, 0.9) Thumbrotation:4.157464
Time:196.4736 Axis vector:(0.1, 0.9) Thumbrotation:4.026766
Time:196.5745 Axis vector:(0.1, 0.9) Thumbrotation:3.746275
Time:196.675 Axis vector:(0.1, 0.9) Thumbrotation:3.339003
Time:196.7752 Axis vector:(0.0, 0.9) Thumbrotation:2.827363
Time:196.8761 Axis vector:(0.0, 0.8) Thumbrotation:2.010908
Time:196.9763 Axis vector:(0.0, 0.8) Thumbrotation:0.899399
Time:197.0769 Axis vector:(0.0, 0.8) Thumbrotation:0.3722032
Time:197.1774 Axis vector:(0.0, 0.8) Thumbrotation:0.2373883
Time:197.2776 Axis vector:(0.0, 0.8) Thumbrotation:0.1855749
Time:197.3784 Axis vector:(0.0, 0.8) Thumbrotation:0.1506579
Time:197.4788 Axis vector:(0.0, 0.7) Thumbrotation:0
Time:197.5795 Axis vector:(0.0, 0.7) Thumbrotation:0.1701742
Time:197.6798 Axis vector:(0.0, 0.7) Thumbrotation:0.4702222
Time:197.7807 Axis vector:(0.0, 0.7) Thumbrotation:0.5818186
Time:197.8811 Axis vector:(0.0, 0.7) Thumbrotation:0.6268256
Time:197.9816 Axis vector:(0.0, 0.7) Thumbrotation:0.649214
Time:198.0822 Axis vector:(0.0, 0.7) Thumbrotation:0.6202354
Time:198.1833 Axis vector:(0.0, 0.7) Thumbrotation:0.605226
Time:198.2835 Axis vector:(0.0, 0.7) Thumbrotation:0.598725
Time:198.3836 Axis vector:(0.0, 0.7) Thumbrotation:0.6023093
Time:198.4841 Axis vector:(0.0, 0.7) Thumbrotation:0.7041557
Time:198.5845 Axis vector:(0.0, 0.7) Thumbrotation:1.467805
Time:198.6853 Axis vector:(0.0, 0.7) Thumbrotation:3.435016
Time:198.7856 Axis vector:(0.1, 0.7) Thumbrotation:6.023434
Time:198.8861 Axis vector:(0.1, 0.7) Thumbrotation:7.015904
Time:198.9867 Axis vector:(0.1, 0.7) Thumbrotation:7.828096
Time:199.0875 Axis vector:(0.1, 0.7) Thumbrotation:8.319516
Time:199.1883 Axis vector:(0.1, 0.7) Thumbrotation:8.687946
Time:199.2995 Axis vector:(0.1, 0.7) Thumbrotation:7.816176
Time:199.3999 Axis vector:(0.1, 0.7) Thumbrotation:6.521614
Time:199.5007 Axis vector:(0.1, 0.8) Thumbrotation:5.643058
Time:199.6011 Axis vector:(0.1, 0.8) Thumbrotation:5.274701
Time:199.7017 Axis vector:(0.1, 0.7) Thumbrotation:5.197764
Time:199.8021 Axis vector:(0.1, 0.7) Thumbrotation:5.155903
Time:199.9027 Axis vector:(0.1, 0.7) Thumbrotation:5.158562
Time:200.0032 Axis vector:(0.1, 0.7) Thumbrotation:5.150922
Time:200.1037 Axis vector:(0.1, 0.7) Thumbrotation:5.153965
Time:200.2042 Axis vector:(0.1, 0.7) Thumbrotation:5.189162
Time:200.305 Axis vector:(0.1, 0.7) Thumbrotation:5.297979
Time:200.4053 Axis vector:(0.1, 0.7) Thumbrotation:5.414863
Time:200.5059 Axis vector:(0.1, 0.7) Thumbrotation:5.538066
Time:200.6062 Axis vector:(0.1, 0.7) Thumbrotation:5.717997
Time:200.7071 Axis vector:(0.1, 0.7) Thumbrotation:6.029419
Time:200.8076 Axis vector:(0.1, 0.7) Thumbrotation:6.295226
Time:200.9081 Axis vector:(0.1, 0.7) Thumbrotation:6.544935
Time:201.0084 Axis vector:(0.1, 0.7) Thumbrotation:6.688912
Time:201.109 Axis vector:(0.1, 0.7) Thumbrotation:6.792896
Time:201.2097 Axis vector:(0.1, 0.7) Thumbrotation:7.073711
Time:201.31 Axis vector:(0.1, 0.7) Thumbrotation:9.915758
Time:201.4106 Axis vector:(0.3, 0.6) Thumbrotation:26.74589
Time:201.5116 Axis vector:(0.4, 0.6) Thumbrotation:36.32652
Time:201.6117 Axis vector:(0.5, 0.6) Thumbrotation:41.79953
Time:201.7121 Axis vector:(0.6, 0.5) Thumbrotation:47.55733
Time:201.8126 Axis vector:(0.7, 0.5) Thumbrotation:54.28782
Time:201.913 Axis vector:(0.7, 0.4) Thumbrotation:63.17185
Time:202.0139 Axis vector:(0.8, 0.4) Thumbrotation:64.45895
Time:202.1143 Axis vector:(0.7, 0.5) Thumbrotation:54.85763
Time:202.2149 Axis vector:(0.5, 0.6) Thumbrotation:40.12624
Time:202.3152 Axis vector:(0.4, 0.6) Thumbrotation:29.45416
Time:202.4158 Axis vector:(0.3, 0.7) Thumbrotation:19.8833
Time:202.5163 Axis vector:(0.2, 0.7) Thumbrotation:15.00188
Time:202.6169 Axis vector:(0.2, 0.7) Thumbrotation:13.81343
Time:202.7178 Axis vector:(0.2, 0.7) Thumbrotation:13.71561
Time:202.8191 Axis vector:(0.2, 0.7) Thumbrotation:14.03457
Time:202.9296 Axis vector:(0.2, 0.7) Thumbrotation:14.44898
Time:203.0306 Axis vector:(0.2, 0.7) Thumbrotation:14.74099
Time:203.1309 Axis vector:(0.2, 0.7) Thumbrotation:14.96131
Time:203.2314 Axis vector:(0.2, 0.7) Thumbrotation:15.14481
Time:203.3319 Axis vector:(0.2, 0.7) Thumbrotation:15.32318
Time:203.4323 Axis vector:(0.2, 0.7) Thumbrotation:15.43304
Time:203.5328 Axis vector:(0.2, 0.7) Thumbrotation:15.51856
Time:203.6335 Axis vector:(0.2, 0.7) Thumbrotation:15.67174
Time:203.7337 Axis vector:(0.2, 0.7) Thumbrotation:15.82497
Time:203.8343 Axis vector:(0.2, 0.7) Thumbrotation:15.99387
Time:203.935 Axis vector:(0.2, 0.7) Thumbrotation:16.21588
Time:204.0352 Axis vector:(0.2, 0.7) Thumbrotation:16.74734
Time:204.1359 Axis vector:(0.2, 0.7) Thumbrotation:17.91897
Time:204.2365 Axis vector:(0.2, 0.6) Thumbrotation:20.75705
Time:204.3369 Axis vector:(0.3, 0.6) Thumbrotation:31.2963
Time:204.4376 Axis vector:(0.4, 0.5) Thumbrotation:34.66549
Time:204.538 Axis vector:(0.3, 0.6) Thumbrotation:30.24583
Time:204.6385 Axis vector:(0.3, 0.7) Thumbrotation:24.80882
Time:204.7391 Axis vector:(0.2, 0.7) Thumbrotation:15.32054
Time:204.8396 Axis vector:(0.2, 0.8) Thumbrotation:13.04504
Time:204.9404 Axis vector:(0.2, 0.8) Thumbrotation:12.54174
Time:205.0407 Axis vector:(0.2, 0.7) Thumbrotation:13.13816
Time:205.1414 Axis vector:(0.2, 0.7) Thumbrotation:13.37044
Time:205.2532 Axis vector:(0.2, 0.7) Thumbrotation:13.39642
Time:205.3533 Axis vector:(0.2, 0.7) Thumbrotation:13.42088
Time:205.4548 Axis vector:(0.2, 0.7) Thumbrotation:13.5036
Time:205.5658 Axis vector:(0.2, 0.7) Thumbrotation:12.96625
Time:205.6663 Axis vector:(0.1, 0.7) Thumbrotation:11.27194
Time:205.7668 Axis vector:(0.1, 0.7) Thumbrotation:8.184437
Time:205.8672 Axis vector:(0.0, 0.7) Thumbrotation:2.529639
Time:205.968 Axis vector:(0.0, 0.7) Thumbrotation:-3.436839
Time:206.0683 Axis vector:(0.0, 0.7) Thumbrotation:-4.028128
Time:206.1689 Axis vector:(0.0, 0.7) Thumbrotation:-3.812335
Time:206.2696 Axis vector:(0.0, 0.7) Thumbrotation:-3.624825
Time:206.3703 Axis vector:(0.0, 0.7) Thumbrotation:-3.501348
Time:206.4706 Axis vector:(0.0, 0.7) Thumbrotation:-3.402948
Time:206.5709 Axis vector:(0.0, 0.7) Thumbrotation:-3.328608
Time:206.6715 Axis vector:(0.0, 0.7) Thumbrotation:-3.287178
Time:206.772 Axis vector:(0.0, 0.7) Thumbrotation:-3.192243
Time:206.8725 Axis vector:(0.0, 0.7) Thumbrotation:-3.12274
Time:206.9729 Axis vector:(0.0, 0.7) Thumbrotation:-2.922819
Time:210.6256 Axis vector:(0.0, 0.8) Thumbrotation:-1.921423
Time:210.7261 Axis vector:(0.0, 0.9) Thumbrotation:1.115749
Time:210.8266 Axis vector:(0.0, 0.9) Thumbrotation:2.029701
Time:210.9272 Axis vector:(0.0, 0.9) Thumbrotation:2.182654
Time:211.0278 Axis vector:(0.0, 0.9) Thumbrotation:2.166273
Time:211.1282 Axis vector:(0.0, 0.9) Thumbrotation:2.087129
-------New Trial--------
Start time:211.158
Time:211.2671 Axis vector:(0.0, 0.9) Thumbrotation:2.120434
Time:211.3674 Axis vector:(0.0, 0.9) Thumbrotation:2.196331
Time:211.4682 Axis vector:(0.0, 0.9) Thumbrotation:2.644639
Time:211.5685 Axis vector:(0.1, 0.9) Thumbrotation:3.509615
Time:211.6693 Axis vector:(0.1, 0.9) Thumbrotation:4.497276
Time:211.7695 Axis vector:(0.1, 0.9) Thumbrotation:5.1768
Time:211.8702 Axis vector:(0.1, 0.9) Thumbrotation:5.478652
Time:211.9705 Axis vector:(0.1, 0.9) Thumbrotation:5.646322
Time:212.0711 Axis vector:(0.1, 0.9) Thumbrotation:5.719951
Time:212.1715 Axis vector:(0.1, 0.9) Thumbrotation:5.742043
Time:212.2721 Axis vector:(0.1, 0.9) Thumbrotation:5.688546
Time:212.3727 Axis vector:(0.1, 0.9) Thumbrotation:5.675646
Time:212.4734 Axis vector:(0.1, 0.9) Thumbrotation:5.671777
Time:212.5739 Axis vector:(0.1, 0.9) Thumbrotation:5.673332
Time:212.6742 Axis vector:(0.1, 0.9) Thumbrotation:5.682307
Time:212.7746 Axis vector:(0.1, 0.9) Thumbrotation:5.705232
Time:212.8754 Axis vector:(0.1, 0.9) Thumbrotation:5.791869
Time:212.9758 Axis vector:(0.1, 0.9) Thumbrotation:5.872361
Time:213.0763 Axis vector:(0.1, 0.9) Thumbrotation:5.961576
Time:213.1769 Axis vector:(0.1, 0.9) Thumbrotation:6.041697
Time:213.2774 Axis vector:(0.1, 0.9) Thumbrotation:6.093777
Time:213.3779 Axis vector:(0.1, 0.9) Thumbrotation:6.080799
Time:213.4785 Axis vector:(0.1, 0.9) Thumbrotation:5.941484
Time:213.5789 Axis vector:(0.1, 0.9) Thumbrotation:5.705026
Time:213.6799 Axis vector:(0.1, 0.9) Thumbrotation:5.471028
Time:213.7802 Axis vector:(0.1, 0.9) Thumbrotation:5.242357
Time:213.8805 Axis vector:(0.1, 0.8) Thumbrotation:5.009459
Time:213.9812 Axis vector:(0.1, 0.8) Thumbrotation:3.869233
Time:214.0818 Axis vector:(0.0, 0.8) Thumbrotation:2.798693
Time:214.1821 Axis vector:(0.0, 0.8) Thumbrotation:2.556654
Time:214.2827 Axis vector:(0.0, 0.8) Thumbrotation:2.976772
Time:214.3833 Axis vector:(0.0, 0.8) Thumbrotation:3.522978
Time:214.4839 Axis vector:(0.1, 0.8) Thumbrotation:3.881612
Time:214.5844 Axis vector:(0.1, 0.7) Thumbrotation:4.615031
Time:214.6848 Axis vector:(0.1, 0.7) Thumbrotation:5.407475
Time:214.7853 Axis vector:(0.1, 0.7) Thumbrotation:5.835227
Time:214.8891 Axis vector:(0.1, 0.7) Thumbrotation:5.90538
Time:214.9976 Axis vector:(0.1, 0.7) Thumbrotation:5.901097
Time:215.0982 Axis vector:(0.1, 0.7) Thumbrotation:5.8817
Time:215.1987 Axis vector:(0.1, 0.7) Thumbrotation:5.839256
Time:215.2992 Axis vector:(0.1, 0.7) Thumbrotation:5.801607
Time:215.3995 Axis vector:(0.1, 0.7) Thumbrotation:5.691267
Time:215.5002 Axis vector:(0.1, 0.7) Thumbrotation:5.208873
Time:215.6007 Axis vector:(0.1, 0.7) Thumbrotation:4.631554
