Time:122.1483 Axis vector:(-0.1, 0.8) Thumbrotation:-5.923212
Time:122.249 Axis vector:(-0.1, 0.8) Thumbrotation:-5.81935
Time:122.3493 Axis vector:(-0.1, 0.8) Thumbrotation:-5.772988
Time:122.4501 Axis vector:(-0.1, 0.8) Thumbrotation:-5.750979
Time:122.5504 Axis vector:(-0.1, 0.8) Thumbrotation:-5.730187
Time:122.651 Axis vector:(-0.1, 0.8) Thumbrotation:-5.747571
Time:122.7516 Axis vector:(-0.1, 0.8) Thumbrotation:-5.925958
Time:122.8519 Axis vector:(-0.1, 0.8) Thumbrotation:-6.217035
Time:122.9526 Axis vector:(-0.1, 0.7) Thumbrotation:-6.639444
Time:123.053 Axis vector:(-0.1, 0.7) Thumbrotation:-6.851372
Time:123.1536 Axis vector:(-0.1, 0.7) Thumbrotation:-6.922998
Time:123.2542 Axis vector:(-0.1, 0.7) Thumbrotation:-6.914323
Time:123.3547 Axis vector:(-0.1, 0.7) Thumbrotation:-6.875891
Time:123.4554 Axis vector:(-0.1, 0.7) Thumbrotation:-6.85681
Time:123.5557 Axis vector:(-0.1, 0.7) Thumbrotation:-6.829035
Time:123.6565 Axis vector:(-0.1, 0.7) Thumbrotation:-6.86907
Time:123.7569 Axis vector:(-0.1, 0.7) Thumbrotation:-6.903222
Time:123.8574 Axis vector:(-0.1, 0.7) Thumbrotation:-6.87064
Time:123.958 Axis vector:(-0.1, 0.7) Thumbrotation:-6.821046
Time:124.0585 Axis vector:(-0.1, 0.7) Thumbrotation:-6.769092
Time:124.1588 Axis vector:(-0.1, 0.7) Thumbrotation:-6.764512
Time:124.2598 Axis vector:(-0.1, 0.7) Thumbrotation:-6.849483
Time:124.3599 Axis vector:(-0.1, 0.7) Thumbrotation:-6.936924
Time:124.4604 Axis vector:(-0.1, 0.7) Thumbrotation:-6.978423
Time:124.561 Axis vector:(-0.1, 0.7) Thumbrotation:-6.90575
Time:124.6616 Axis vector:(-0.1, 0.7) Thumbrotation:-6.816588
Time:124.7623 Axis vector:(-0.1, 0.7) Thumbrotation:-6.723887
Time:124.8629 Axis vector:(-0.1, 0.7) Thumbrotation:-6.63105
Time:124.9632 Axis vector:(-0.1, 0.7) Thumbrotation:-6.56238
Time:125.0636 Axis vector:(-0.1, 0.7) Thumbrotation:-6.502432
Time:125.1642 Axis vector:(-0.1, 0.7) Thumbrotation:-6.439311
Time:125.2648 Axis vector:(-0.1, 0.7) Thumbrotation:-6.403493
Time:125.3652 Axis vector:(-0.1, 0.7) Thumbrotation:-6.383006
Time:125.4657 Axis vector:(-0.1, 0.7) Thumbrotation:-6.369352
Time:125.5664 Axis vector:(-0.1, 0.7) Thumbrotation:-6.36122
Time:125.6668 Axis vector:(-0.1, 0.7) Thumbrotation:-6.346376
Time:125.7675 Axis vector:(-0.1, 0.7) Thumbrotation:-6.325861
Time:125.8678 Axis vector:(-0.1, 0.7) Thumbrotation:-6.334162
Time:125.9684 Axis vector:(-0.1, 0.7) Thumbrotation:-6.200457
Time:126.0695 Axis vector:(-0.1, 0.7) Thumbrotation:-5.460236
Time:126.1807 Axis vector:(0.1, 0.7) Thumbrotation:4.242563
Time:126.2812 Axis vector:(0.1, 0.8) Thumbrotation:6.608447
Time:126.3818 Axis vector:(0.1, 0.8) Thumbrotation:5.296499
Time:126.4822 Axis vector:(0.0, 0.8) Thumbrotation:3.130003
Time:126.5828 Axis vector:(0.0, 0.8) Thumbrotation:2.322794
Time:126.6833 Axis vector:(0.0, 0.8) Thumbrotation:2.098631
Time:126.7841 Axis vector:(0.0, 0.8) Thumbrotation:2.228883
Time:126.8843 Axis vector:(0.0, 0.8) Thumbrotation:2.580961
Time:126.9849 Axis vector:(0.0, 0.7) Thumbrotation:3.540995
Time:127.0852 Axis vector:(0.1, 0.7) Thumbrotation:4.514404
Time:127.1862 Axis vector:(0.1, 0.7) Thumbrotation:4.995909
Time:127.2868 Axis vector:(0.1, 0.7) Thumbrotation:5.181794
Time:127.3872 Axis vector:(0.1, 0.7) Thumbrotation:5.22536
Time:127.4874 Axis vector:(0.1, 0.7) Thumbrotation:5.206126
Time:127.5882 Axis vector:(0.1, 0.7) Thumbrotation:5.149172
Time:127.6888 Axis vector:(0.1, 0.7) Thumbrotation:5.021763
Time:127.7892 Axis vector:(0.1, 0.7) Thumbrotation:4.912069
Time:127.8897 Axis vector:(0.1, 0.7) Thumbrotation:4.833956
Time:127.99 Axis vector:(0.1, 0.7) Thumbrotation:4.768469
Time:128.0908 Axis vector:(0.1, 0.7) Thumbrotation:4.716215
Time:128.1914 Axis vector:(0.1, 0.7) Thumbrotation:4.690643
Time:128.2919 Axis vector:(0.1, 0.7) Thumbrotation:4.678726
Time:128.3925 Axis vector:(0.1, 0.7) Thumbrotation:4.656525
Time:128.493 Axis vector:(0.0, 0.7) Thumbrotation:4.277229
Time:128.5955 Axis vector:(0.0, 0.7) Thumbrotation:3.56123
Time:128.7048 Axis vector:(0.0, 0.7) Thumbrotation:2.179244
Time:128.8054 Axis vector:(0.0, 0.7) Thumbrotation:1.090739
Time:128.9061 Axis vector:(0.0, 0.7) Thumbrotation:0.7932757
Time:129.0066 Axis vector:(0.0, 0.7) Thumbrotation:0.8072135
Time:129.107 Axis vector:(0.0, 0.7) Thumbrotation:0.8513383
Time:129.2075 Axis vector:(0.0, 0.7) Thumbrotation:0.9667184
Time:129.3082 Axis vector:(0.0, 0.7) Thumbrotation:1.107298
Time:129.4091 Axis vector:(0.0, 0.7) Thumbrotation:1.245527
Time:129.5094 Axis vector:(0.0, 0.7) Thumbrotation:1.363005
Time:129.6096 Axis vector:(0.0, 0.7) Thumbrotation:1.467138
Time:129.7108 Axis vector:(0.0, 0.7) Thumbrotation:1.767243
Time:129.8111 Axis vector:(0.0, 0.7) Thumbrotation:2.667118
Time:129.9115 Axis vector:(0.0, 0.7) Thumbrotation:3.49239
Time:130.0118 Axis vector:(0.0, 0.7) Thumbrotation:3.807195
Time:130.1125 Axis vector:(0.0, 0.7) Thumbrotation:3.834409
Time:130.2128 Axis vector:(0.0, 0.7) Thumbrotation:3.903295
Time:130.3134 Axis vector:(0.0, 0.7) Thumbrotation:3.981331
Time:130.4139 Axis vector:(0.0, 0.7) Thumbrotation:4.019367
Time:130.5146 Axis vector:(0.0, 0.7) Thumbrotation:4.03046
Time:130.615 Axis vector:(0.0, 0.7) Thumbrotation:3.947097
Time:130.716 Axis vector:(0.0, 0.7) Thumbrotation:3.952402
Time:130.8163 Axis vector:(0.0, 0.7) Thumbrotation:4.051251
Time:130.9168 Axis vector:(0.0, 0.7) Thumbrotation:3.481834
Time:135.5519 Axis vector:(0.1, 0.7) Thumbrotation:9.058203
Time:135.6525 Axis vector:(0.1, 0.7) Thumbrotation:8.554716
Time:135.7533 Axis vector:(0.2, 0.7) Thumbrotation:15.37784
Time:135.8538 Axis vector:(0.3, 0.6) Thumbrotation:25.25039
Time:135.9542 Axis vector:(0.2, 0.7) Thumbrotation:18.92628
Time:136.0545 Axis vector:(0.2, 0.8) Thumbrotation:10.48783
Time:136.1551 Axis vector:(0.1, 0.9) Thumbrotation:6.788361
Time:136.2557 Axis vector:(0.1, 0.9) Thumbrotation:6.24149
Time:136.3562 Axis vector:(0.1, 0.9) Thumbrotation:5.932074
Time:136.4566 Axis vector:(0.1, 0.9) Thumbrotation:5.882432
Time:136.5573 Axis vector:(0.1, 0.9) Thumbrotation:5.946431
Time:136.6576 Axis vector:(0.1, 0.8) Thumbrotation:5.891556
Time:136.7582 Axis vector:(0.1, 0.8) Thumbrotation:5.907803
Time:136.8589 Axis vector:(0.1, 0.8) Thumbrotation:5.94277
Time:136.9593 Axis vector:(0.1, 0.7) Thumbrotation:4.58407
Time:137.06 Axis vector:(0.0, 0.7) Thumbrotation:2.992382
-------New Trial--------
Start time:137.1585
Time:137.2677 Axis vector:(0.0, 0.8) Thumbrotation:1.590778
Time:137.368 Axis vector:(0.0, 0.8) Thumbrotation:1.391423
Time:137.4687 Axis vector:(0.0, 0.8) Thumbrotation:1.094679
Time:137.5696 Axis vector:(0.0, 0.8) Thumbrotation:0.9078444
Time:137.6701 Axis vector:(0.0, 0.8) Thumbrotation:0.776825
Time:137.7702 Axis vector:(0.0, 0.8) Thumbrotation:0.6714388
Time:137.8709 Axis vector:(0.0, 0.8) Thumbrotation:0.6208661
Time:137.9714 Axis vector:(0.0, 0.8) Thumbrotation:0.6110179
Time:138.0719 Axis vector:(0.0, 0.8) Thumbrotation:0.6110179
Time:138.1728 Axis vector:(0.0, 0.8) Thumbrotation:0.6097356
Time:138.2817 Axis vector:(0.0, 0.8) Thumbrotation:0.6240098
Time:138.3848 Axis vector:(0.0, 0.8) Thumbrotation:0.6489125
Time:138.4852 Axis vector:(0.0, 0.8) Thumbrotation:0.660568
Time:138.5859 Axis vector:(0.0, 0.8) Thumbrotation:0.7091401
Time:138.6862 Axis vector:(0.0, 0.8) Thumbrotation:0.8055148
Time:138.7867 Axis vector:(0.0, 0.8) Thumbrotation:0.9000514
Time:138.8872 Axis vector:(0.0, 0.8) Thumbrotation:1.008525
Time:138.9878 Axis vector:(0.0, 0.8) Thumbrotation:1.200567
Time:139.0884 Axis vector:(0.0, 0.7) Thumbrotation:1.429987
Time:139.189 Axis vector:(0.0, 0.7) Thumbrotation:1.501026
Time:139.2896 Axis vector:(0.0, 0.7) Thumbrotation:1.21724
Time:139.3901 Axis vector:(0.0, 0.7) Thumbrotation:0.7805943
Time:139.4907 Axis vector:(0.0, 0.7) Thumbrotation:0.09487279
Time:139.5909 Axis vector:(0.0, 0.7) Thumbrotation:-0.4673002
Time:139.6915 Axis vector:(0.0, 0.7) Thumbrotation:-0.6173896
Time:139.792 Axis vector:(0.0, 0.7) Thumbrotation:0.2776587
Time:139.8925 Axis vector:(0.0, 0.6) Thumbrotation:0.9117159
Time:139.993 Axis vector:(0.0, 0.6) Thumbrotation:1.122393
Time:140.0935 Axis vector:(0.0, 0.6) Thumbrotation:1.160958
Time:140.1949 Axis vector:(0.0, 0.6) Thumbrotation:1.162475
Time:140.3058 Axis vector:(0.0, 0.6) Thumbrotation:1.127264
Time:140.4066 Axis vector:(0.0, 0.6) Thumbrotation:1.069543
Time:140.5072 Axis vector:(0.0, 0.6) Thumbrotation:0.970355
Time:140.6078 Axis vector:(0.0, 0.6) Thumbrotation:1.098248
Time:140.7082 Axis vector:(0.0, 0.6) Thumbrotation:1.504542
Time:140.8085 Axis vector:(0.0, 0.5) Thumbrotation:2.034709
Time:140.9093 Axis vector:(0.0, 0.5) Thumbrotation:2.648559
Time:141.0097 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.1102 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.2106 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.3112 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.4117 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.5122 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.6126 Axis vector:(0.0, 0.5) Thumbrotation:2.854579
Time:141.7131 Axis vector:(0.0, 0.5) Thumbrotation:2.901173
Time:141.8139 Axis vector:(0.0, 0.5) Thumbrotation:2.913427
Time:141.9145 Axis vector:(0.0, 0.5) Thumbrotation:2.913427
Time:142.0148 Axis vector:(0.0, 0.5) Thumbrotation:2.913427
Time:142.1155 Axis vector:(0.0, 0.5) Thumbrotation:2.924627
Time:142.2162 Axis vector:(0.0, 0.5) Thumbrotation:2.93485
Time:142.3167 Axis vector:(0.0, 0.5) Thumbrotation:2.983866
Time:142.4169 Axis vector:(0.0, 0.5) Thumbrotation:3.020123
Time:142.5173 Axis vector:(0.0, 0.5) Thumbrotation:3.036284
Time:142.6181 Axis vector:(0.0, 0.5) Thumbrotation:3.043883
Time:142.7186 Axis vector:(0.0, 0.5) Thumbrotation:3.045297
Time:142.8191 Axis vector:(0.0, 0.5) Thumbrotation:3.045297
Time:142.9196 Axis vector:(0.0, 0.5) Thumbrotation:2.813064
Time:143.02 Axis vector:(0.0, 0.5) Thumbrotation:0.6974546
Time:143.1215 Axis vector:(0.0, 0.6) Thumbrotation:-1.817577
Time:143.2325 Axis vector:(0.0, 0.6) Thumbrotation:-4.132185
Time:143.3328 Axis vector:(-0.1, 0.6) Thumbrotation:-6.15772
Time:143.4333 Axis vector:(-0.1, 0.6) Thumbrotation:-7.004739
Time:143.5338 Axis vector:(-0.1, 0.6) Thumbrotation:-5.90694
Time:143.6345 Axis vector:(0.0, 0.6) Thumbrotation:-4.12412
Time:143.7351 Axis vector:(0.0, 0.7) Thumbrotation:-0.4173099
Time:143.8354 Axis vector:(0.0, 0.7) Thumbrotation:3.463002
Time:143.9361 Axis vector:(0.1, 0.8) Thumbrotation:3.860214
Time:144.0366 Axis vector:(0.1, 0.9) Thumbrotation:3.761454
Time:144.1368 Axis vector:(0.1, 0.9) Thumbrotation:3.647978
Time:144.2379 Axis vector:(0.1, 0.9) Thumbrotation:3.594012
Time:144.3388 Axis vector:(0.1, 0.9) Thumbrotation:3.541935
Time:144.4389 Axis vector:(0.1, 0.9) Thumbrotation:3.459155
Time:144.5392 Axis vector:(0.1, 0.8) Thumbrotation:3.706973
Time:144.6398 Axis vector:(0.1, 0.7) Thumbrotation:4.601429
Time:144.7405 Axis vector:(0.1, 0.7) Thumbrotation:4.932924
Time:144.8407 Axis vector:(0.1, 0.7) Thumbrotation:4.717627
Time:144.9412 Axis vector:(0.1, 0.7) Thumbrotation:4.353971
Time:145.0418 Axis vector:(0.1, 0.7) Thumbrotation:4.296463
Time:145.1423 Axis vector:(0.1, 0.7) Thumbrotation:4.405311
Time:145.2433 Axis vector:(0.1, 0.6) Thumbrotation:4.734952
Time:145.3435 Axis vector:(0.1, 0.6) Thumbrotation:5.080373
Time:145.4441 Axis vector:(0.1, 0.6) Thumbrotation:5.236448
Time:145.5449 Axis vector:(0.1, 0.6) Thumbrotation:5.294723
Time:145.6451 Axis vector:(0.1, 0.6) Thumbrotation:5.311757
Time:145.7455 Axis vector:(0.1, 0.6) Thumbrotation:5.320787
Time:145.8461 Axis vector:(0.1, 0.6) Thumbrotation:5.329876
Time:145.9465 Axis vector:(0.1, 0.6) Thumbrotation:5.326308
Time:146.0472 Axis vector:(0.1, 0.6) Thumbrotation:5.317582
Time:146.1476 Axis vector:(0.1, 0.6) Thumbrotation:5.309505
Time:146.2481 Axis vector:(0.1, 0.6) Thumbrotation:5.304817
Time:146.3487 Axis vector:(0.1, 0.6) Thumbrotation:5.3026
Time:146.4493 Axis vector:(0.1, 0.6) Thumbrotation:5.299901
Time:146.5499 Axis vector:(0.1, 0.6) Thumbrotation:5.296758
Time:146.6505 Axis vector:(0.1, 0.6) Thumbrotation:5.293539
Time:146.751 Axis vector:(0.1, 0.6) Thumbrotation:5.288724
Time:146.8512 Axis vector:(0.1, 0.6) Thumbrotation:5.292021
Time:146.9518 Axis vector:(0.1, 0.6) Thumbrotation:5.287056
Time:147.0523 Axis vector:(0.1, 0.6) Thumbrotation:5.278265
Time:147.1527 Axis vector:(0.1, 0.6) Thumbrotation:5.246355
Time:147.2533 Axis vector:(0.1, 0.6) Thumbrotation:5.200025
Time:147.3539 Axis vector:(0.1, 0.6) Thumbrotation:5.142814
Time:147.4544 Axis vector:(0.1, 0.6) Thumbrotation:5.068326
Time:147.5549 Axis vector:(0.1, 0.6) Thumbrotation:4.931852
Time:147.6554 Axis vector:(0.1, 0.6) Thumbrotation:4.74549
Time:147.756 Axis vector:(0.0, 0.6) Thumbrotation:4.563385
Time:147.8566 Axis vector:(0.0, 0.6) Thumbrotation:4.385571
Time:147.9573 Axis vector:(0.0, 0.6) Thumbrotation:4.245609
Time:148.0576 Axis vector:(0.0, 0.6) Thumbrotation:4.144962
Time:148.1581 Axis vector:(0.0, 0.6) Thumbrotation:4.107944
Time:148.2588 Axis vector:(0.0, 0.6) Thumbrotation:4.119369
Time:148.3592 Axis vector:(0.0, 0.6) Thumbrotation:4.178749
Time:148.46 Axis vector:(0.0, 0.6) Thumbrotation:4.210265
Time:148.5605 Axis vector:(0.0, 0.6) Thumbrotation:4.167203
Time:148.6607 Axis vector:(0.0, 0.6) Thumbrotation:4.124216
Time:148.7615 Axis vector:(0.0, 0.6) Thumbrotation:4.085236
Time:148.8617 Axis vector:(0.0, 0.6) Thumbrotation:4.415304
Time:148.9622 Axis vector:(0.1, 0.6) Thumbrotation:5.068288
Time:149.0629 Axis vector:(0.1, 0.6) Thumbrotation:5.657731
Time:149.1634 Axis vector:(0.1, 0.6) Thumbrotation:6.277573
Time:149.2735 Axis vector:(0.1, 0.6) Thumbrotation:6.919313
Time:149.3757 Axis vector:(0.1, 0.6) Thumbrotation:7.096498
Time:149.4763 Axis vector:(0.1, 0.6) Thumbrotation:7.139052
Time:149.5767 Axis vector:(0.1, 0.6) Thumbrotation:7.185071
Time:149.6774 Axis vector:(0.1, 0.6) Thumbrotation:7.26585
Time:149.7784 Axis vector:(0.1, 0.6) Thumbrotation:7.388279
Time:149.8785 Axis vector:(0.1, 0.6) Thumbrotation:6.939355
Time:149.9788 Axis vector:(0.1, 0.6) Thumbrotation:5.129462
Time:150.0793 Axis vector:(0.0, 0.7) Thumbrotation:2.529716
-------New Trial--------
Start time:154.1049
Time:154.4143 Axis vector:(0.0, 0.7) Thumbrotation:2.857527
Time:154.5154 Axis vector:(0.0, 0.7) Thumbrotation:1.998314
Time:154.616 Axis vector:(0.0, 0.7) Thumbrotation:2.240968
Time:154.7162 Axis vector:(0.0, 0.8) Thumbrotation:2.605191
Time:154.8165 Axis vector:(0.1, 0.8) Thumbrotation:4.007168
Time:154.9175 Axis vector:(0.0, 0.9) Thumbrotation:1.834617
Time:155.0177 Axis vector:(0.0, 0.9) Thumbrotation:-2.066302
Time:155.1184 Axis vector:(-0.1, 0.9) Thumbrotation:-5.162322
Time:155.2368 Axis vector:(-0.1, 0.7) Thumbrotation:-7.367881
Time:155.3416 Axis vector:(-0.1, 0.6) Thumbrotation:-8.086823
Time:155.4422 Axis vector:(-0.1, 0.6) Thumbrotation:-8.002607
Time:155.5427 Axis vector:(-0.1, 0.6) Thumbrotation:-7.760432
Time:155.6437 Axis vector:(-0.1, 0.6) Thumbrotation:-9.029481
Time:155.7549 Axis vector:(-0.1, 0.7) Thumbrotation:-9.240524
Time:155.8556 Axis vector:(-0.1, 0.8) Thumbrotation:-8.537642
Time:155.9562 Axis vector:(-0.1, 0.8) Thumbrotation:-8.230153
Time:156.0564 Axis vector:(-0.1, 0.8) Thumbrotation:-7.981779
Time:156.1576 Axis vector:(-0.1, 0.8) Thumbrotation:-7.268684
Time:156.269 Axis vector:(-0.1, 0.7) Thumbrotation:-6.585796
Time:156.3692 Axis vector:(-0.1, 0.7) Thumbrotation:-5.969889
Time:156.4702 Axis vector:(-0.1, 0.7) Thumbrotation:-4.752131
Time:156.5703 Axis vector:(0.0, 0.6) Thumbrotation:-3.873886
Time:156.6709 Axis vector:(0.0, 0.6) Thumbrotation:-3.604892
Time:156.7713 Axis vector:(0.0, 0.6) Thumbrotation:-3.531028
Time:156.872 Axis vector:(0.0, 0.6) Thumbrotation:-3.52892
Time:156.9727 Axis vector:(0.0, 0.6) Thumbrotation:-3.668744
Time:157.0729 Axis vector:(-0.1, 0.6) Thumbrotation:-4.662537
Time:157.1737 Axis vector:(-0.1, 0.6) Thumbrotation:-5.818441
Time:157.2739 Axis vector:(-0.1, 0.6) Thumbrotation:-6.53846
Time:157.3744 Axis vector:(-0.1, 0.6) Thumbrotation:-6.846704
Time:157.4749 Axis vector:(-0.1, 0.6) Thumbrotation:-6.949043
Time:157.5758 Axis vector:(-0.1, 0.6) Thumbrotation:-6.61764
Time:157.6764 Axis vector:(-0.1, 0.6) Thumbrotation:-6.185071
Time:157.7766 Axis vector:(-0.1, 0.6) Thumbrotation:-5.839155
Time:157.8771 Axis vector:(-0.1, 0.6) Thumbrotation:-5.635273
Time:157.9777 Axis vector:(-0.1, 0.6) Thumbrotation:-5.484373
Time:158.0784 Axis vector:(-0.1, 0.6) Thumbrotation:-5.348557
Time:158.1787 Axis vector:(-0.1, 0.6) Thumbrotation:-5.278526
Time:158.2793 Axis vector:(-0.1, 0.6) Thumbrotation:-5.336893
Time:158.3797 Axis vector:(-0.1, 0.6) Thumbrotation:-5.598042
Time:158.4803 Axis vector:(-0.1, 0.7) Thumbrotation:-6.356657
Time:158.5808 Axis vector:(-0.1, 0.6) Thumbrotation:-7.045172
Time:158.6814 Axis vector:(-0.1, 0.6) Thumbrotation:-7.684442
Time:158.7819 Axis vector:(-0.1, 0.6) Thumbrotation:-8.127506
Time:158.9034 Axis vector:(-0.1, 0.6) Thumbrotation:-7.628331
Time:159.0052 Axis vector:(-0.1, 0.6) Thumbrotation:-7.136249
Time:159.1057 Axis vector:(-0.1, 0.6) Thumbrotation:-6.739707
Time:159.2065 Axis vector:(-0.1, 0.6) Thumbrotation:-6.486823
Time:159.3068 Axis vector:(-0.1, 0.6) Thumbrotation:-6.297499
Time:159.4075 Axis vector:(-0.1, 0.6) Thumbrotation:-6.194763
Time:159.5079 Axis vector:(-0.1, 0.6) Thumbrotation:-6.137054
Time:159.6083 Axis vector:(-0.1, 0.6) Thumbrotation:-6.121189
Time:159.7095 Axis vector:(-0.1, 0.6) Thumbrotation:-6.124103
Time:159.8097 Axis vector:(-0.1, 0.6) Thumbrotation:-5.860165
Time:159.9099 Axis vector:(-0.1, 0.6) Thumbrotation:-5.661297
Time:160.0104 Axis vector:(-0.1, 0.6) Thumbrotation:-5.432134
Time:160.1115 Axis vector:(-0.1, 0.6) Thumbrotation:-5.085731
Time:160.2116 Axis vector:(0.0, 0.6) Thumbrotation:-4.879577
Time:160.3119 Axis vector:(0.0, 0.6) Thumbrotation:-4.649494
Time:160.4129 Axis vector:(0.0, 0.6) Thumbrotation:-4.423769
Time:160.5132 Axis vector:(0.0, 0.6) Thumbrotation:-0.6345818
Time:160.6136 Axis vector:(0.1, 0.6) Thumbrotation:11.01362
Time:160.7144 Axis vector:(0.2, 0.6) Thumbrotation:23.22448
Time:160.8147 Axis vector:(0.3, 0.5) Thumbrotation:33.98569
Time:160.9153 Axis vector:(0.4, 0.5) Thumbrotation:42.53097
Time:161.0158 Axis vector:(0.5, 0.5) Thumbrotation:44.25816
Time:161.1164 Axis vector:(0.5, 0.5) Thumbrotation:44.65418
Time:161.2168 Axis vector:(0.5, 0.5) Thumbrotation:44.90427
Time:161.3178 Axis vector:(0.5, 0.5) Thumbrotation:43.28005
Time:161.418 Axis vector:(0.3, 0.5) Thumbrotation:31.15639
Time:161.5184 Axis vector:(0.1, 0.6) Thumbrotation:9.77829
Time:161.6191 Axis vector:(-0.1, 0.5) Thumbrotation:-10.63625
Time:161.7195 Axis vector:(-0.2, 0.4) Thumbrotation:-28.01779
Time:161.8201 Axis vector:(-0.3, 0.4) Thumbrotation:-35.34591
Time:161.9204 Axis vector:(-0.3, 0.4) Thumbrotation:-41.52467
Time:162.0209 Axis vector:(-0.4, 0.4) Thumbrotation:-49.5951
Time:162.1216 Axis vector:(-0.5, 0.3) Thumbrotation:-53.77887
Time:162.2222 Axis vector:(-0.5, 0.4) Thumbrotation:-52.581
Time:162.3227 Axis vector:(-0.4, 0.5) Thumbrotation:-42.16434
Time:162.423 Axis vector:(-0.2, 0.6) Thumbrotation:-21.62416
Time:162.5241 Axis vector:(-0.1, 0.7) Thumbrotation:-7.940354
Time:162.6245 Axis vector:(0.0, 0.7) Thumbrotation:0.3077414
Time:162.7247 Axis vector:(0.1, 0.7) Thumbrotation:10.02497
Time:162.8252 Axis vector:(0.3, 0.7) Thumbrotation:19.34115
Time:162.9257 Axis vector:(0.3, 0.7) Thumbrotation:24.88933
Time:163.0262 Axis vector:(0.3, 0.7) Thumbrotation:26.96255
Time:163.1268 Axis vector:(0.3, 0.7) Thumbrotation:26.17181
Time:163.2278 Axis vector:(0.2, 0.7) Thumbrotation:14.00172
Time:163.3282 Axis vector:(-0.1, 0.7) Thumbrotation:-9.429026
Time:163.4285 Axis vector:(-0.3, 0.6) Thumbrotation:-25.05862
Time:163.529 Axis vector:(-0.4, 0.5) Thumbrotation:-38.43141
Time:163.6295 Axis vector:(-0.5, 0.4) Thumbrotation:-54.0907
Time:163.732 Axis vector:(-0.6, 0.2) Thumbrotation:-67.9259
Time:163.8419 Axis vector:(-0.7, 0.2) Thumbrotation:-78.00809
Time:163.9422 Axis vector:(-0.8, 0.0) Thumbrotation:-89.27513
Time:164.0428 Axis vector:(-0.8, -0.1) Thumbrotation:-94.80432
Time:164.1432 Axis vector:(-0.9, -0.1) Thumbrotation:-95.23942
Time:164.2439 Axis vector:(-0.9, 0.0) Thumbrotation:-91.24928
Time:164.3446 Axis vector:(-0.8, 0.2) Thumbrotation:-78.55964
Time:164.4447 Axis vector:(-0.7, 0.3) Thumbrotation:-65.6048
Time:164.5453 Axis vector:(-0.6, 0.5) Thumbrotation:-53.44598
Time:164.6463 Axis vector:(-0.6, 0.5) Thumbrotation:-49.36686
Time:164.7464 Axis vector:(-0.6, 0.5) Thumbrotation:-46.96309
Time:164.8471 Axis vector:(-0.5, 0.5) Thumbrotation:-46.1715
Time:164.9478 Axis vector:(-0.5, 0.5) Thumbrotation:-44.6123
Time:165.0483 Axis vector:(-0.5, 0.5) Thumbrotation:-43.01022
Time:165.1489 Axis vector:(-0.4, 0.5) Thumbrotation:-42.3742
Time:165.2491 Axis vector:(-0.4, 0.4) Thumbrotation:-43.11783
Time:165.3499 Axis vector:(-0.4, 0.4) Thumbrotation:-42.39104
Time:165.4502 Axis vector:(-0.4, 0.4) Thumbrotation:-41.36174
Time:165.5507 Axis vector:(-0.4, 0.5) Thumbrotation:-37.12038
Time:165.6513 Axis vector:(-0.2, 0.6) Thumbrotation:-18.21077
Time:165.7519 Axis vector:(-0.1, 0.7) Thumbrotation:-12.66138
Time:165.8523 Axis vector:(-0.1, 0.7) Thumbrotation:-6.532219
Time:165.9529 Axis vector:(0.0, 0.7) Thumbrotation:1.073196
Time:166.0534 Axis vector:(0.0, 0.7) Thumbrotation:3.238396
Time:166.1542 Axis vector:(0.0, 0.7) Thumbrotation:0.8880135
Time:166.2548 Axis vector:(-0.2, 0.6) Thumbrotation:-14.71677
Time:166.3661 Axis vector:(-0.3, 0.5) Thumbrotation:-29.17301
Time:166.4665 Axis vector:(-0.4, 0.4) Thumbrotation:-44.30285
Time:166.567 Axis vector:(-0.5, 0.3) Thumbrotation:-58.04842
Time:166.6678 Axis vector:(-0.5, 0.3) Thumbrotation:-61.24408
Time:166.7681 Axis vector:(-0.5, 0.4) Thumbrotation:-56.32473
Time:166.8686 Axis vector:(-0.4, 0.5) Thumbrotation:-41.45282
Time:166.9694 Axis vector:(-0.2, 0.6) Thumbrotation:-20.97381
Time:167.0698 Axis vector:(-0.1, 0.7) Thumbrotation:-5.654473
Time:167.1703 Axis vector:(0.0, 0.8) Thumbrotation:-0.2705197
Time:167.2709 Axis vector:(0.0, 0.8) Thumbrotation:-0.2676108
Time:167.3715 Axis vector:(-0.1, 0.7) Thumbrotation:-7.405574
Time:167.4721 Axis vector:(-0.3, 0.5) Thumbrotation:-28.41226
Time:167.5727 Axis vector:(-0.4, 0.5) Thumbrotation:-41.366
Time:167.6731 Axis vector:(-0.5, 0.3) Thumbrotation:-59.29658
Time:167.7737 Axis vector:(-0.7, 0.2) Thumbrotation:-76.12479
Time:167.8739 Axis vector:(-0.7, 0.0) Thumbrotation:-93.35561
Time:167.9745 Axis vector:(-0.7, -0.1) Thumbrotation:-101.3606
Time:168.075 Axis vector:(-0.7, -0.2) Thumbrotation:-109.2269
Time:168.1756 Axis vector:(-0.6, -0.3) Thumbrotation:-120.0732
