Start time:0.2050475
Start time:0.1293009
Start time:0.2259058
Start time:0.1436359
Time:17.32109 Axis vector:(0.1, 0.3) Thumbrotation:12.77838
Time:17.42144 Axis vector:(0.1, 0.2) Thumbrotation:14.6197
Time:17.52225 Axis vector:(0.1, 0.2) Thumbrotation:15.33715
Time:17.62278 Axis vector:(0.1, 0.2) Thumbrotation:15.78221
Time:17.72325 Axis vector:(0.1, 0.2) Thumbrotation:16.15191
Time:17.82348 Axis vector:(0.1, 0.2) Thumbrotation:16.44682
Time:17.92407 Axis vector:(0.1, 0.3) Thumbrotation:15.56494
Time:19.03051 Axis vector:(-0.1, 0.4) Thumbrotation:-19.62873
Time:19.13094 Axis vector:(-0.1, 0.2) Thumbrotation:-26.67674
Time:19.23175 Axis vector:(-0.1, 0.2) Thumbrotation:-29.75458
Time:19.33228 Axis vector:(-0.1, 0.2) Thumbrotation:-30.85046
Time:19.43264 Axis vector:(-0.1, 0.2) Thumbrotation:-29.94982
Time:19.53317 Axis vector:(-0.1, 0.2) Thumbrotation:-27.30805
Time:19.6336 Axis vector:(-0.1, 0.3) Thumbrotation:-23.86428
Time:21.24206 Axis vector:(-0.5, 0.2) Thumbrotation:-65.01656
Time:21.34277 Axis vector:(-0.4, 0.3) Thumbrotation:-51.98101
Time:21.44313 Axis vector:(-0.3, 0.2) Thumbrotation:-49.5649
Time:21.54375 Axis vector:(-0.2, 0.2) Thumbrotation:-54.1487
Time:21.64623 Axis vector:(-0.2, 0.1) Thumbrotation:-57.28915
Time:21.75604 Axis vector:(-0.2, 0.1) Thumbrotation:-57.48746
Time:21.85649 Axis vector:(-0.2, 0.1) Thumbrotation:-58.42459
Time:21.95698 Axis vector:(-0.2, 0.1) Thumbrotation:-61.36362
Time:22.05733 Axis vector:(-0.2, 0.1) Thumbrotation:-63.90487
Time:22.15801 Axis vector:(-0.2, 0.1) Thumbrotation:-64.96881
Time:22.25854 Axis vector:(-0.2, 0.1) Thumbrotation:-66.08822
Time:22.3592 Axis vector:(-0.2, 0.1) Thumbrotation:-66.88314
Time:22.4597 Axis vector:(-0.2, 0.1) Thumbrotation:-67.34463
Time:22.56036 Axis vector:(-0.2, 0.1) Thumbrotation:-67.21604
Time:22.66057 Axis vector:(-0.2, 0.1) Thumbrotation:-66.44507
Time:22.76141 Axis vector:(-0.2, 0.1) Thumbrotation:-65.74789
Time:22.86201 Axis vector:(-0.2, 0.1) Thumbrotation:-65.48866
Time:22.96229 Axis vector:(-0.2, 0.1) Thumbrotation:-65.61869
Time:23.06281 Axis vector:(-0.2, 0.1) Thumbrotation:-65.94934
Time:23.16333 Axis vector:(-0.2, 0.1) Thumbrotation:-66.13044
Time:23.26392 Axis vector:(-0.1, 0.1) Thumbrotation:-65.99998
Time:23.36441 Axis vector:(-0.1, 0.1) Thumbrotation:-65.88393
Time:23.46492 Axis vector:(-0.1, 0.1) Thumbrotation:-65.89183
Time:23.56532 Axis vector:(-0.1, 0.1) Thumbrotation:-65.94678
Time:23.66599 Axis vector:(-0.1, 0.1) Thumbrotation:-67.93513
Time:23.76662 Axis vector:(-0.1, 0.1) Thumbrotation:-68.86392
Time:23.86705 Axis vector:(-0.1, 0.1) Thumbrotation:-69.26488
Time:23.96915 Axis vector:(-0.1, 0.1) Thumbrotation:-69.74962
Start time:0.1552714
Start time:0.1455357
Time:2.849211 Axis vector:(-0.9, -0.4) Thumbrotation:-115.4029
Time:3.050962 Axis vector:(-0.9, -0.3) Thumbrotation:-107.2513
Time:3.151505 Axis vector:(-0.7, -0.2) Thumbrotation:-106.6965
Time:3.251895 Axis vector:(-0.6, -0.1) Thumbrotation:-103.1738
Time:3.352368 Axis vector:(-0.6, -0.1) Thumbrotation:-101.8257
Time:3.452952 Axis vector:(-0.6, -0.1) Thumbrotation:-101.0764
Time:6.167551 Axis vector:(0.2, 0.6) Thumbrotation:20.99304
Time:6.267684 Axis vector:(0.0, 0.7) Thumbrotation:-1.736749
Time:6.368422 Axis vector:(0.1, 0.7) Thumbrotation:5.153432
Time:6.468852 Axis vector:(0.0, 0.7) Thumbrotation:-0.6717301
Time:6.569364 Axis vector:(0.0, 0.7) Thumbrotation:-3.56068
Time:6.669877 Axis vector:(-0.1, 0.8) Thumbrotation:-5.455353
Time:6.770545 Axis vector:(-0.1, 0.8) Thumbrotation:-6.016042
Time:6.871182 Axis vector:(-0.1, 0.8) Thumbrotation:-6.012163
Time:6.971309 Axis vector:(0.0, 0.7) Thumbrotation:3.25552
Time:7.071882 Axis vector:(0.2, 0.6) Thumbrotation:20.51072
Time:7.172346 Axis vector:(0.4, 0.5) Thumbrotation:42.44589
Time:7.274264 Axis vector:(0.6, 0.3) Thumbrotation:67.54919
Time:7.38474 Axis vector:(0.7, 0.2) Thumbrotation:74.21053
Time:7.485249 Axis vector:(0.8, 0.2) Thumbrotation:75.34156
Time:7.585855 Axis vector:(0.7, 0.3) Thumbrotation:71.41045
Time:7.686784 Axis vector:(0.7, 0.3) Thumbrotation:69.08308
Time:7.787344 Axis vector:(0.6, 0.4) Thumbrotation:54.67233
Time:7.887497 Axis vector:(0.4, 0.8) Thumbrotation:24.14836
Time:7.987987 Axis vector:(0.3, 0.9) Thumbrotation:18.68542
Time:8.088475 Axis vector:(0.3, 0.9) Thumbrotation:17.74895
Time:8.18882 Axis vector:(0.3, 0.9) Thumbrotation:17.46293
Time:8.289275 Axis vector:(0.3, 0.9) Thumbrotation:17.7061
Time:8.390152 Axis vector:(0.3, 0.9) Thumbrotation:18.5038
Time:8.490915 Axis vector:(0.3, 0.9) Thumbrotation:20.46533
Time:8.591003 Axis vector:(0.3, 0.9) Thumbrotation:21.72091
Time:8.691757 Axis vector:(0.3, 0.8) Thumbrotation:23.10357
Time:8.792222 Axis vector:(0.3, 0.8) Thumbrotation:23.66507
Time:8.892576 Axis vector:(0.3, 0.8) Thumbrotation:24.30142
Time:8.992693 Axis vector:(0.4, 0.8) Thumbrotation:25.10759
Time:9.092987 Axis vector:(0.4, 0.7) Thumbrotation:25.71466
Time:9.19418 Axis vector:(0.4, 0.7) Thumbrotation:25.94974
Time:9.294268 Axis vector:(0.4, 0.7) Thumbrotation:26.15107
Time:9.394591 Axis vector:(0.4, 0.7) Thumbrotation:26.36065
Time:9.495129 Axis vector:(0.4, 0.7) Thumbrotation:26.59966
Time:9.595928 Axis vector:(0.4, 0.7) Thumbrotation:26.80399
Time:9.696245 Axis vector:(0.4, 0.7) Thumbrotation:26.98692
Time:9.796746 Axis vector:(0.4, 0.7) Thumbrotation:27.21237
Time:9.897291 Axis vector:(0.4, 0.7) Thumbrotation:27.39598
Time:9.997705 Axis vector:(0.4, 0.7) Thumbrotation:27.18293
Time:10.09821 Axis vector:(0.4, 0.7) Thumbrotation:27.0063
Time:10.19993 Axis vector:(0.4, 0.7) Thumbrotation:27.01188
Time:10.31054 Axis vector:(0.4, 0.7) Thumbrotation:26.94118
Time:10.41109 Axis vector:(0.4, 0.7) Thumbrotation:26.93814
Time:10.51174 Axis vector:(0.4, 0.7) Thumbrotation:27.54274
Time:10.61221 Axis vector:(0.4, 0.7) Thumbrotation:28.93484
Time:10.71292 Axis vector:(0.4, 0.7) Thumbrotation:30.5489
Time:10.81323 Axis vector:(0.4, 0.6) Thumbrotation:31.17187
Time:10.91367 Axis vector:(0.4, 0.6) Thumbrotation:31.56366
Time:11.01425 Axis vector:(0.4, 0.6) Thumbrotation:31.80429
Time:11.1147 Axis vector:(0.4, 0.6) Thumbrotation:32.02769
Time:11.21548 Axis vector:(0.4, 0.6) Thumbrotation:32.38728
Time:11.31607 Axis vector:(0.4, 0.6) Thumbrotation:33.07207
Time:11.4164 Axis vector:(0.4, 0.6) Thumbrotation:33.75226
Time:11.51686 Axis vector:(0.4, 0.6) Thumbrotation:34.02227
Time:11.61761 Axis vector:(0.4, 0.6) Thumbrotation:34.02809
Time:11.71828 Axis vector:(0.4, 0.6) Thumbrotation:34.06752
Time:11.81874 Axis vector:(0.4, 0.6) Thumbrotation:34.18281
Time:11.91941 Axis vector:(0.4, 0.6) Thumbrotation:34.16479
Time:12.01985 Axis vector:(0.4, 0.6) Thumbrotation:34.10286
Time:12.12005 Axis vector:(0.4, 0.6) Thumbrotation:33.7909
Time:12.22085 Axis vector:(0.4, 0.6) Thumbrotation:33.52946
Time:12.32141 Axis vector:(0.4, 0.6) Thumbrotation:33.48946
Time:12.422 Axis vector:(0.4, 0.6) Thumbrotation:33.64724
Time:12.52218 Axis vector:(0.4, 0.6) Thumbrotation:33.81794
Time:12.6233 Axis vector:(0.4, 0.6) Thumbrotation:33.99238
Time:12.72375 Axis vector:(0.4, 0.6) Thumbrotation:34.09574
Time:12.82422 Axis vector:(0.4, 0.6) Thumbrotation:34.17487
Time:12.9243 Axis vector:(0.4, 0.6) Thumbrotation:34.33414
Time:13.02521 Axis vector:(0.4, 0.6) Thumbrotation:34.53988
Time:13.12567 Axis vector:(0.4, 0.6) Thumbrotation:34.36535
Time:13.22587 Axis vector:(0.5, 0.7) Thumbrotation:35.0209
Start time:0
Start time:0.1471123
Time:0.2539473 Axis vector:(-0.9, -0.4) Thumbrotation:-111.0629
Time:0.3544627 Axis vector:(-0.9, -0.3) Thumbrotation:-110.1096
Time:0.5438851 Axis vector:(-1.0, -0.1) Thumbrotation:-94.41174
Time:0.7455892 Axis vector:(-0.7, 0.5) Thumbrotation:-55.86319
Time:0.8460689 Axis vector:(-0.6, 0.6) Thumbrotation:-46.1917
Time:0.9466001 Axis vector:(-0.5, 0.5) Thumbrotation:-42.52597
Time:1.047098 Axis vector:(-0.4, 0.6) Thumbrotation:-32.99822
Time:1.148033 Axis vector:(-0.2, 0.7) Thumbrotation:-18.7963
Time:1.248093 Axis vector:(-0.2, 0.7) Thumbrotation:-18.05024
Time:1.348576 Axis vector:(-0.2, 0.7) Thumbrotation:-18.47331
Time:1.449396 Axis vector:(-0.2, 0.7) Thumbrotation:-19.2541
Time:1.549978 Axis vector:(-0.2, 0.7) Thumbrotation:-19.89581
Time:1.650445 Axis vector:(-0.2, 0.6) Thumbrotation:-20.34084
Time:1.750917 Axis vector:(-0.2, 0.6) Thumbrotation:-21.34697
Time:1.851434 Axis vector:(-0.2, 0.6) Thumbrotation:-21.36225
Time:1.952006 Axis vector:(-0.2, 0.6) Thumbrotation:-21.28005
Time:2.052464 Axis vector:(-0.2, 0.5) Thumbrotation:-21.58704
Time:2.152994 Axis vector:(-0.2, 0.5) Thumbrotation:-21.80221
Time:2.253363 Axis vector:(-0.2, 0.5) Thumbrotation:-21.61009
Time:2.354042 Axis vector:(-0.2, 0.5) Thumbrotation:-21.35173
Time:2.454535 Axis vector:(-0.2, 0.5) Thumbrotation:-21.09576
Time:2.555163 Axis vector:(-0.2, 0.5) Thumbrotation:-20.80496
Time:2.65562 Axis vector:(-0.2, 0.5) Thumbrotation:-20.44987
Time:2.756343 Axis vector:(-0.2, 0.5) Thumbrotation:-20.06421
Time:2.856444 Axis vector:(-0.2, 0.5) Thumbrotation:-19.54051
Time:2.95705 Axis vector:(-0.2, 0.5) Thumbrotation:-19.20968
Time:3.057815 Axis vector:(-0.2, 0.5) Thumbrotation:-19.02192
Time:3.158398 Axis vector:(-0.2, 0.5) Thumbrotation:-19.01427
Time:3.258844 Axis vector:(-0.2, 0.5) Thumbrotation:-19.10407
Time:3.359395 Axis vector:(-0.2, 0.5) Thumbrotation:-19.30149
Time:3.459701 Axis vector:(-0.2, 0.5) Thumbrotation:-19.43854
Time:3.560372 Axis vector:(-0.2, 0.5) Thumbrotation:-19.54594
Time:3.660772 Axis vector:(-0.2, 0.5) Thumbrotation:-19.64926
Time:3.761399 Axis vector:(-0.2, 0.5) Thumbrotation:-19.74088
Time:3.862011 Axis vector:(-0.2, 0.5) Thumbrotation:-19.77174
Time:3.962348 Axis vector:(-0.2, 0.5) Thumbrotation:-19.79553
Time:4.062957 Axis vector:(-0.2, 0.5) Thumbrotation:-19.83851
Time:4.16337 Axis vector:(-0.2, 0.5) Thumbrotation:-19.94557
Time:4.264105 Axis vector:(-0.2, 0.5) Thumbrotation:-20.0451
Time:4.364492 Axis vector:(-0.2, 0.5) Thumbrotation:-20.2242
Time:4.464953 Axis vector:(-0.2, 0.5) Thumbrotation:-20.73032
Time:4.565566 Axis vector:(-0.2, 0.5) Thumbrotation:-21.32489
Time:4.666132 Axis vector:(-0.2, 0.5) Thumbrotation:-21.92877
Time:4.766726 Axis vector:(-0.2, 0.4) Thumbrotation:-22.3233
Time:4.867584 Axis vector:(-0.2, 0.4) Thumbrotation:-22.4401
Time:4.967591 Axis vector:(-0.2, 0.4) Thumbrotation:-22.48104
Time:5.068441 Axis vector:(-0.2, 0.4) Thumbrotation:-22.55669
Time:5.168597 Axis vector:(-0.2, 0.4) Thumbrotation:-22.59589
Time:5.269393 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6309
Time:5.370014 Axis vector:(-0.2, 0.4) Thumbrotation:-22.66646
Time:5.470366 Axis vector:(-0.2, 0.4) Thumbrotation:-22.72239
Time:5.57098 Axis vector:(-0.2, 0.4) Thumbrotation:-22.73392
Time:5.671376 Axis vector:(-0.2, 0.4) Thumbrotation:-22.78581
Time:5.772468 Axis vector:(-0.2, 0.4) Thumbrotation:-22.84286
Time:5.872998 Axis vector:(-0.2, 0.4) Thumbrotation:-22.87849
Time:5.973413 Axis vector:(-0.2, 0.4) Thumbrotation:-22.91325
Time:6.074003 Axis vector:(-0.2, 0.4) Thumbrotation:-22.94169
Time:6.174784 Axis vector:(-0.2, 0.4) Thumbrotation:-22.97904
Time:6.275097 Axis vector:(-0.2, 0.4) Thumbrotation:-22.98844
Time:6.3754 Axis vector:(-0.2, 0.4) Thumbrotation:-22.98031
Time:6.476069 Axis vector:(-0.2, 0.4) Thumbrotation:-22.95801
Time:6.576586 Axis vector:(-0.2, 0.4) Thumbrotation:-22.90907
Time:6.677226 Axis vector:(-0.2, 0.4) Thumbrotation:-22.85558
Time:6.777597 Axis vector:(-0.2, 0.4) Thumbrotation:-22.80933
Time:6.878172 Axis vector:(-0.2, 0.4) Thumbrotation:-22.78971
Time:6.97863 Axis vector:(-0.2, 0.4) Thumbrotation:-22.76886
Time:7.079253 Axis vector:(-0.2, 0.4) Thumbrotation:-22.75562
Time:7.179722 Axis vector:(-0.2, 0.4) Thumbrotation:-22.75483
Time:7.280319 Axis vector:(-0.2, 0.4) Thumbrotation:-22.7549
Time:7.381233 Axis vector:(-0.2, 0.4) Thumbrotation:-22.75088
Time:7.481382 Axis vector:(-0.2, 0.4) Thumbrotation:-22.75131
Time:7.581985 Axis vector:(-0.2, 0.4) Thumbrotation:-22.75406
Time:7.682599 Axis vector:(-0.2, 0.4) Thumbrotation:-22.76537
Time:7.782902 Axis vector:(-0.2, 0.4) Thumbrotation:-22.77044
Time:7.883687 Axis vector:(-0.2, 0.4) Thumbrotation:-22.77954
Time:7.984116 Axis vector:(-0.2, 0.4) Thumbrotation:-22.78227
Time:8.084348 Axis vector:(-0.2, 0.4) Thumbrotation:-22.77777
Time:8.184464 Axis vector:(-0.2, 0.4) Thumbrotation:-22.73405
Time:8.284965 Axis vector:(-0.2, 0.4) Thumbrotation:-22.67886
Time:8.38555 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6288
Time:8.486322 Axis vector:(-0.2, 0.4) Thumbrotation:-22.62602
Time:8.586857 Axis vector:(-0.2, 0.4) Thumbrotation:-22.63707
Time:8.687217 Axis vector:(-0.2, 0.4) Thumbrotation:-22.64835
Time:8.787653 Axis vector:(-0.2, 0.4) Thumbrotation:-22.65178
Time:8.888229 Axis vector:(-0.2, 0.4) Thumbrotation:-22.64607
Time:8.98868 Axis vector:(-0.2, 0.4) Thumbrotation:-22.63928
Time:9.089213 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.189758 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.290298 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.390798 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.491344 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.591931 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.692477 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6381
Time:9.793335 Axis vector:(-0.2, 0.4) Thumbrotation:-22.6109
Time:9.893567 Axis vector:(-0.2, 0.4) Thumbrotation:-22.41779
Time:9.994102 Axis vector:(-0.2, 0.4) Thumbrotation:-22.24428
Time:10.09456 Axis vector:(-0.2, 0.4) Thumbrotation:-21.97083
Time:10.19522 Axis vector:(-0.2, 0.4) Thumbrotation:-21.68908
Time:10.29565 Axis vector:(-0.2, 0.4) Thumbrotation:-21.30491
Time:10.39602 Axis vector:(-0.2, 0.5) Thumbrotation:-20.967
Time:10.49655 Axis vector:(-0.2, 0.5) Thumbrotation:-20.16303
Time:10.59728 Axis vector:(-0.2, 0.5) Thumbrotation:-19.52433
Time:10.69758 Axis vector:(-0.2, 0.5) Thumbrotation:-19.80018
Time:10.79844 Axis vector:(-0.1, 0.4) Thumbrotation:-17.74444
Time:10.89876 Axis vector:(-0.1, 0.4) Thumbrotation:-15.39784
Time:10.99931 Axis vector:(-0.1, 0.4) Thumbrotation:-15.05161
Time:11.10001 Axis vector:(-0.1, 0.4) Thumbrotation:-14.64849
Time:11.20041 Axis vector:(-0.1, 0.3) Thumbrotation:-14.80697
Time:11.30079 Axis vector:(-0.1, 0.3) Thumbrotation:-14.79766
Time:11.4013 Axis vector:(-0.1, 0.3) Thumbrotation:-14.48356
Time:11.50187 Axis vector:(-0.1, 0.3) Thumbrotation:-13.54315
Time:11.60271 Axis vector:(-0.1, 0.3) Thumbrotation:-11.59121
Time:11.70283 Axis vector:(-0.1, 0.3) Thumbrotation:-9.860113
Time:11.80373 Axis vector:(-0.1, 0.3) Thumbrotation:-9.387535
Time:11.90404 Axis vector:(-0.1, 0.4) Thumbrotation:-8.959931
Time:12.00461 Axis vector:(-0.1, 0.3) Thumbrotation:-8.478503
Time:12.10515 Axis vector:(0.0, 0.3) Thumbrotation:-8.131756
Time:12.20549 Axis vector:(0.0, 0.3) Thumbrotation:-7.858177
Time:12.30622 Axis vector:(-0.1, 0.4) Thumbrotation:-9.033072
Time:12.40681 Axis vector:(-0.1, 0.4) Thumbrotation:-12.19356
Time:13.11044 Axis vector:(-0.1, 0.8) Thumbrotation:-9.048285
Time:13.21086 Axis vector:(-0.1, 0.8) Thumbrotation:-9.24771
Time:13.31127 Axis vector:(-0.1, 0.8) Thumbrotation:-9.456461
Time:13.41188 Axis vector:(-0.1, 0.8) Thumbrotation:-9.580065
Time:13.51341 Axis vector:(-0.1, 0.8) Thumbrotation:-9.307785
Time:13.61354 Axis vector:(-0.1, 0.8) Thumbrotation:-8.438593
Time:13.71449 Axis vector:(-0.1, 0.7) Thumbrotation:-7.309195
Time:13.81458 Axis vector:(-0.1, 0.7) Thumbrotation:-6.979181
Time:13.91547 Axis vector:(-0.1, 0.6) Thumbrotation:-5.689098
Time:14.02711 Axis vector:(-0.1, 0.6) Thumbrotation:-5.043098
Time:14.12737 Axis vector:(-0.1, 0.7) Thumbrotation:-5.149096
Time:14.22754 Axis vector:(-0.1, 0.7) Thumbrotation:-5.195539
Time:14.3279 Axis vector:(-0.1, 0.7) Thumbrotation:-5.106914
Time:14.4285 Axis vector:(-0.1, 0.6) Thumbrotation:-5.011688
Time:14.52883 Axis vector:(-0.1, 0.7) Thumbrotation:-4.813651
Time:14.62953 Axis vector:(-0.1, 0.7) Thumbrotation:-4.62982
Time:14.73009 Axis vector:(-0.1, 0.7) Thumbrotation:-4.438488
Time:14.83062 Axis vector:(0.0, 0.7) Thumbrotation:-4.298377
Time:14.93096 Axis vector:(-0.1, 0.7) Thumbrotation:-4.365966
Time:15.03184 Axis vector:(-0.1, 0.7) Thumbrotation:-4.455006
Time:15.13206 Axis vector:(-0.1, 0.6) Thumbrotation:-4.486462
Time:15.23262 Axis vector:(-0.1, 0.6) Thumbrotation:-4.513362
Time:15.33302 Axis vector:(0.0, 0.6) Thumbrotation:-4.576243
Time:15.44143 Axis vector:(0.0, 0.6) Thumbrotation:-4.630539
Start time:0.1607541
Time:0.8305591 Axis vector:(-0.3, 0.6) Thumbrotation:-30.62486
Time:0.9414219 Axis vector:(-0.3, 0.6) Thumbrotation:-27.54992
Time:1.042443 Axis vector:(-0.3, 0.6) Thumbrotation:-25.54013
Time:1.142887 Axis vector:(-0.3, 0.6) Thumbrotation:-24.26058
Time:1.243206 Axis vector:(-0.2, 0.6) Thumbrotation:-24.20714
Time:1.343987 Axis vector:(-0.2, 0.5) Thumbrotation:-23.61081
Time:1.44417 Axis vector:(-0.2, 0.5) Thumbrotation:-23.10744
Time:1.549117 Axis vector:(-0.2, 0.5) Thumbrotation:-22.99604
Time:1.65644 Axis vector:(-0.2, 0.5) Thumbrotation:-23.07399
Time:1.757156 Axis vector:(-0.2, 0.5) Thumbrotation:-23.19538
Time:1.85791 Axis vector:(-0.2, 0.5) Thumbrotation:-23.05576
Time:1.95825 Axis vector:(-0.2, 0.5) Thumbrotation:-22.77105
Time:2.058571 Axis vector:(-0.2, 0.5) Thumbrotation:-21.84628
Time:2.159175 Axis vector:(-0.2, 0.5) Thumbrotation:-19.69094
Time:2.259738 Axis vector:(-0.1, 0.5) Thumbrotation:-18.103
Time:2.360183 Axis vector:(-0.1, 0.5) Thumbrotation:-16.97837
Time:2.460852 Axis vector:(-0.1, 0.5) Thumbrotation:-16.41483
Time:2.561521 Axis vector:(-0.1, 0.5) Thumbrotation:-16.03348
Time:2.661749 Axis vector:(-0.1, 0.5) Thumbrotation:-15.65665
Time:2.762255 Axis vector:(-0.1, 0.4) Thumbrotation:-15.51553
Time:2.862861 Axis vector:(-0.1, 0.4) Thumbrotation:-15.1655
Time:2.963268 Axis vector:(-0.1, 0.4) Thumbrotation:-14.93255
Time:3.064015 Axis vector:(-0.1, 0.4) Thumbrotation:-14.72599
Time:3.164314 Axis vector:(-0.1, 0.4) Thumbrotation:-14.69486
Time:3.265022 Axis vector:(-0.1, 0.4) Thumbrotation:-14.70226
Time:3.365354 Axis vector:(-0.1, 0.4) Thumbrotation:-14.66904
Time:3.466005 Axis vector:(-0.1, 0.4) Thumbrotation:-14.69545
Time:3.566796 Axis vector:(-0.1, 0.4) Thumbrotation:-14.79563
Time:3.666944 Axis vector:(-0.1, 0.4) Thumbrotation:-14.78202
Time:3.76751 Axis vector:(-0.1, 0.4) Thumbrotation:-14.51397
Time:3.86799 Axis vector:(-0.1, 0.4) Thumbrotation:-14.18224
Time:3.968572 Axis vector:(-0.1, 0.4) Thumbrotation:-13.97324
Time:4.069215 Axis vector:(-0.1, 0.4) Thumbrotation:-13.80397
Time:4.170141 Axis vector:(-0.1, 0.4) Thumbrotation:-13.34254
Time:4.270507 Axis vector:(-0.1, 0.4) Thumbrotation:-12.95502
Time:4.370664 Axis vector:(-0.1, 0.4) Thumbrotation:-12.66835
Time:4.471243 Axis vector:(-0.1, 0.4) Thumbrotation:-12.52779
Time:4.571909 Axis vector:(-0.1, 0.4) Thumbrotation:-12.40774
Time:4.672354 Axis vector:(-0.1, 0.4) Thumbrotation:-12.32816
Time:4.772743 Axis vector:(-0.1, 0.4) Thumbrotation:-12.32592
Time:4.873298 Axis vector:(-0.1, 0.4) Thumbrotation:-12.47463
Time:4.974169 Axis vector:(-0.1, 0.4) Thumbrotation:-12.6799
Time:5.074968 Axis vector:(-0.1, 0.4) Thumbrotation:-12.86908
Time:5.17557 Axis vector:(-0.1, 0.4) Thumbrotation:-12.76968
Time:5.275896 Axis vector:(-0.1, 0.4) Thumbrotation:-12.63122
Time:5.382424 Axis vector:(-0.1, 0.4) Thumbrotation:-12.51883
Time:5.488393 Axis vector:(-0.1, 0.4) Thumbrotation:-12.43738
Time:5.588663 Axis vector:(-0.1, 0.4) Thumbrotation:-12.53803
Time:5.68952 Axis vector:(-0.1, 0.4) Thumbrotation:-12.72244
Time:5.789909 Axis vector:(-0.1, 0.3) Thumbrotation:-13.20823
Time:5.890397 Axis vector:(-0.1, 0.3) Thumbrotation:-13.95354
Time:5.990769 Axis vector:(-0.1, 0.3) Thumbrotation:-14.5491
Time:6.091232 Axis vector:(-0.1, 0.3) Thumbrotation:-14.62473
Time:6.191973 Axis vector:(-0.1, 0.3) Thumbrotation:-13.98928
Time:6.292377 Axis vector:(-0.1, 0.3) Thumbrotation:-13.54154
Time:6.392926 Axis vector:(-0.1, 0.3) Thumbrotation:-13.27781
Time:6.493659 Axis vector:(-0.1, 0.3) Thumbrotation:-13.17144
Time:6.594502 Axis vector:(-0.1, 0.3) Thumbrotation:-13.09108
Time:6.705236 Axis vector:(-0.1, 0.3) Thumbrotation:-13.2212
Time:6.805915 Axis vector:(-0.1, 0.3) Thumbrotation:-13.38092
Time:6.906408 Axis vector:(-0.1, 0.3) Thumbrotation:-13.57555
Time:7.007041 Axis vector:(-0.1, 0.3) Thumbrotation:-13.68966
Time:7.107659 Axis vector:(-0.1, 0.3) Thumbrotation:-13.78058
Time:7.208087 Axis vector:(-0.1, 0.3) Thumbrotation:-13.84639
Time:7.308379 Axis vector:(-0.1, 0.3) Thumbrotation:-13.93243
Time:7.408982 Axis vector:(-0.1, 0.3) Thumbrotation:-14.00947
Time:7.51038 Axis vector:(-0.1, 0.3) Thumbrotation:-14.02237
Time:7.621043 Axis vector:(-0.1, 0.3) Thumbrotation:-13.66332
Time:7.72187 Axis vector:(-0.1, 0.3) Thumbrotation:-12.61761
Time:7.822224 Axis vector:(-0.1, 0.3) Thumbrotation:-11.54298
Time:7.922533 Axis vector:(0.0, 0.3) Thumbrotation:-9.967899
Time:8.023085 Axis vector:(0.0, 0.3) Thumbrotation:-6.935736
Time:8.123914 Axis vector:(0.0, 0.2) Thumbrotation:-4.349246
Time:8.224368 Axis vector:(0.0, 0.2) Thumbrotation:-3.918516
Time:8.324689 Axis vector:(0.0, 0.2) Thumbrotation:-6.908022
Start time:0.147772
Time:0.2509018 Axis vector:(0.2, 1.0) Thumbrotation:14.32123
Time:0.3515307 Axis vector:(0.2, 1.0) Thumbrotation:14.01848
Time:0.5109761 Axis vector:(0.2, 1.0) Thumbrotation:13.21328
Time:0.6194125 Axis vector:(0.2, 1.0) Thumbrotation:12.40222
Time:0.7205883 Axis vector:(0.1, 1.0) Thumbrotation:6.613401
Time:0.8318961 Axis vector:(0.0, 0.9) Thumbrotation:0.9585876
Time:0.9323331 Axis vector:(0.0, 0.9) Thumbrotation:0.2661444
Time:1.032835 Axis vector:(0.0, 0.9) Thumbrotation:0.04423466
Time:1.133472 Axis vector:(0.0, 0.9) Thumbrotation:-0.1780411
Time:1.233878 Axis vector:(0.0, 0.9) Thumbrotation:-0.453703
Time:1.334648 Axis vector:(0.0, 0.8) Thumbrotation:-0.8221055
Time:1.435014 Axis vector:(0.0, 0.8) Thumbrotation:-1.080465
Time:1.535505 Axis vector:(0.0, 0.7) Thumbrotation:-1.31045
Time:1.635874 Axis vector:(0.0, 0.7) Thumbrotation:-1.282984
Time:1.736406 Axis vector:(0.0, 0.7) Thumbrotation:-0.8991814
Time:1.83698 Axis vector:(0.0, 0.7) Thumbrotation:-0.5865081
Time:1.937497 Axis vector:(0.0, 0.7) Thumbrotation:-0.276953
Time:2.037952 Axis vector:(0.0, 0.7) Thumbrotation:0.3171355
Time:2.138411 Axis vector:(0.0, 0.7) Thumbrotation:0.854092
Time:2.239424 Axis vector:(0.0, 0.7) Thumbrotation:0.6789736
Time:2.339673 Axis vector:(0.0, 0.7) Thumbrotation:0.4710537
Time:2.440088 Axis vector:(0.0, 0.7) Thumbrotation:0.4039677
